sample_name,exp_date,Count,Geo_Mean,Robust_CV,Median,OR,RTP1S,Gfy,Clgn,Syt1,Syt5,pCI,Total,others,gene-mix,RTP2,Syt_genes
ORS6_R,06142022,10000,778.0,276.0,473.0,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
ORS6_RGC,06142022,10000,987.0,209.0,777.0,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
ORS6_RGC_Acsl6,06142022,10000,1003.0,230.0,764.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Slc24a2,06142022,10000,760.0,217.0,521.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Cfap206,06142022,10000,851.0,248.0,565.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Acsl6_Slc24a2,06142022,10000,873.0,224.0,625.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
ORS6_RGC_Acsl6_Slc24a2_Cfap206,06142022,10000,838.0,246.0,558.0,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
OR5A2,06142022,10000,82.7,95.0,73.2,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
OR5A2_R,06142022,10000,77.0,105.0,65.5,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
OR5A2_RGC,06142022,10000,70.4,104.0,62.9,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
OR5A2_RGC_Acsl6,06142022,10000,72.9,102.0,64.2,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
OR5A2_RGC_Slc24a2,06142022,10000,72.3,104.0,62.9,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
OR5A2_RGC_Cfap206,06142022,10000,63.3,114.0,57.8,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
OR6Y1,06142022,10000,56.2,120.0,52.6,1000,0,0.0,0.0,,,1000.0,2000,0.0,,,
OR6Y1_R,06142022,10000,56.7,117.0,53.9,1000,100,0.0,0.0,,,900.0,2000,0.0,,,
OR6Y1_RGC,06142022,10000,53.5,119.0,51.4,1000,100,300.0,300.0,,,300.0,2000,0.0,,,
OR6Y1_RGC_Acsl6,06142022,10000,53.2,123.0,50.1,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
OR6Y1_RGC_Slc24a2,06142022,10000,51.4,126.0,48.8,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
OR6Y1_RGC_Cfap206,06142022,10000,51.6,122.0,50.1,1000,100,300.0,300.0,,,0.0,2000,300.0,,,
Rho-pCI,09012022,10146,37.4,207.0,37.2,0,0,0.0,0.0,,,0.0,0,,0.0,,
OR51E2,09012022,10139,2904.0,153.0,3077.0,100,0,0.0,0.0,,,0.0,100,,0.0,,
OR2T1_ortholog_cons,09012022,10116,1643.0,161.0,1646.0,100,0,0.0,0.0,,,0.0,100,,0.0,,
OR2T1_ortholog_cons_R,09012022,10521,6062.0,126.0,7546.0,100,100,0.0,0.0,,,0.0,200,,0.0,,
OR11A1_ortholog_cons,09012022,9989,1033.0,135.0,943.0,100,0,0.0,0.0,,,0.0,100,,0.0,,
OR11A1_ortholog_cons_R,09012022,10000,5737.0,130.0,6474.0,100,100,0.0,0.0,,,0.0,200,,0.0,,
OR10H1_chimera,09012022,10000,1117.0,114.0,1046.0,100,0,0.0,0.0,,,0.0,100,,0.0,,
OR10H1_chimera_R,09012022,10000,1899.0,149.0,1899.0,100,100,0.0,0.0,,,0.0,200,,0.0,,
OR1A1_native,09012022,10000,123.0,107.0,97.7,100,0,0.0,0.0,,,0.0,2000,,0.0,,
OR1A1_native_R,09012022,10000,800.0,130.0,657.0,100,100,0.0,0.0,,,0.0,2000,,0.0,,
TAS2R38,09012022,10000,1056.0,249.0,757.0,100,0,0.0,0.0,,,0.0,2000,,0.0,,
TAS2R8,09012022,10000,3359.0,142.0,3619.0,100,0,0.0,0.0,,,0.0,2000,,0.0,,
TAS2R16,09012022,10000,1324.0,187.0,1097.0,100,0,0.0,0.0,,,0.0,2000,,0.0,,
ORS6,09012022,10000,112.0,98.6,96.4,1000,0,0.0,0.0,,,1000.0,2000,,0.0,,
ORS6_R,09012022,10000,901.0,179.0,745.0,1000,100,0.0,0.0,,,900.0,2000,,0.0,,
ORS6_RGC,09012022,10000,1032.0,153.0,950.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
ORS6_RGC_MIX,09012022,10000,1283.0,149.0,1327.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377,09012022,10000,88.0,103.0,80.9,1000,0,0.0,0.0,,,1000.0,2000,,0.0,,
Olfr1377_R,09012022,10000,915.0,85.0,903.0,1000,100,0.0,0.0,,,900.0,2000,,0.0,,
Olfr1377_RGC,09012022,10000,1096.0,104.0,1061.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_MIX,09012022,10000,1396.0,88.9,1442.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
RhopCI,10142022,10000,73.2,103.0,70.6,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr1377,10142022,10000,121.0,74.8,108.0,1000,0,0.0,0.0,,,1000.0,2000,,0.0,,
Olfr1377_R,10142022,10000,936.0,79.8,916.0,1000,100,0.0,0.0,,,900.0,2000,,0.0,,
Olfr1377_RG,10142022,10000,799.0,83.6,748.0,1000,100,150.0,0.0,,,750.0,2000,,0.0,,
Olfr1377_RC,10142022,10000,906.0,82.8,875.0,1000,100,0.0,150.0,,,750.0,2000,,0.0,,
Olfr1377_RGC,10142022,10000,1059.0,80.9,1053.0,1000,100,150.0,150.0,,,600.0,2000,,0.0,,
Olfr1377_RGC_21MIX,10142022,10000,1059.0,83.8,1038.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_PosTop2,10142022,10000,1009.0,79.1,994.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_PosTop3,10142022,10000,798.0,74.0,777.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_PosTop4,10142022,10000,722.0,77.0,668.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_PosTop5,10142022,10000,736.0,73.5,707.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop2,10142022,10000,919.0,80.5,892.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop3,10142022,10000,885.0,84.0,842.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop4,10142022,10000,813.0,80.9,777.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop5,10142022,10000,917.0,82.7,882.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop6,10142022,10000,869.0,80.3,831.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop7,10142022,10000,862.0,82.7,826.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop8,10142022,10000,861.0,81.7,824.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop9,10142022,10000,812.0,84.1,760.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop10,10142022,10007,860.0,75.1,844.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_NegTop11,10142022,10000,868.0,76.6,857.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Rho-pCI,10032022,10160,68.4,114.0,59.1,0,0,0.0,0.0,,,1000.0,1000,,0.0,,
Olfr1377,10032022,10182,130.0,86.3,108.0,1000,100,0.0,0.0,,,900.0,2000,,0.0,,
Olfr1377_RGC,10032022,10099,1061.0,88.5,1074.0,1000,100,150.0,150.0,,,600.0,2000,,0.0,,
Olfr1377_RGC_21MIX,10032022,10280,1173.0,82.0,1218.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_kmer_mix8,10032022,10203,1138.0,91.9,1154.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_Hspa12a_Tmbim6,10032022,10223,617.0,105.0,527.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_kmer_mix16,10032022,10317,1144.0,84.7,1168.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_kmer_mix17,10032022,10307,1278.0,82.8,1345.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1377_RGC_kmer_mix18,10032022,10305,1087.0,74.9,1119.0,1000,100,150.0,150.0,,,0.0,2000,,600.0,,
Olfr1440_R,10032022,10167,107.0,84.9,91.2,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr1440,10032022,10203,111.0,84.6,93.8,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr1018_R,10032022,10418,133.0,86.7,111.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr544_R,10032022,7007,820.0,511.0,370.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
noReceptor_R_GFP,10032022,10042,65.8,122.0,56.5,0,0,0.0,0.0,,,0.0,0,,0.0,,
noGFP_R_Olfr1440,10032022,28,380.0,56.5,374.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr1440_R_trRNA,10032022,10065,126.0,73.4,112.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr1440_trRNA,10032022,10084,127.0,74.3,113.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr1018_R_trRNA,10032022,10068,145.0,72.7,125.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
Olfr544_R_trRNA,10032022,10114,859.0,460.0,407.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
noReceptor_R_GFP_trRNA,10032022,10000,104.0,91.8,89.9,0,0,0.0,0.0,,,0.0,0,,0.0,,
noGFP_R_Olfr1440_trRNA,10032022,47,341.0,65.2,356.0,0,0,0.0,0.0,,,0.0,0,,0.0,,
RhopCI,03292023,10000,137.0,60.5,127.0,0,0,0.0,0.0,0.0,0.0,2000.0,2000,,,,
Olfr1377,03292023,10000,296.0,71.6,240.0,1000,0,0.0,0.0,0.0,0.0,0.0,1000,,,,
Olfr1377_R,03292023,10000,1405.0,69.4,1467.0,1000,100,0.0,0.0,0.0,0.0,0.0,1100,,,,
Olfr1377_R_GCSMix,03292023,10000,2156.0,73.8,2466.0,1000,100,200.0,200.0,200.0,200.0,0.0,1900,,,,
Olfr1377_R_1p50,03292023,10000,2182.0,73.2,2519.0,1000,150,200.0,200.0,200.0,200.0,0.0,1950,,,,
Olfr1377_R_p33,03292023,10000,1721.0,84.1,1877.0,1000,33,200.0,200.0,200.0,200.0,0.0,1833,,,,
Olfr1377_R_p10,03292023,10000,989.0,95.1,941.0,1000,10,200.0,200.0,200.0,200.0,0.0,1810,,,,
Olfr1377_Gfy_1p50,03292023,10000,2369.0,75.2,2750.0,1000,100,300.0,200.0,200.0,200.0,0.0,2000,,,,
Olfr1377_Gfy_p33,03292023,10000,2054.0,72.5,2355.0,1000,100,66.0,200.0,200.0,200.0,0.0,1766,,,,
Olfr1377_Gfy_p10,03292023,10000,1826.0,71.3,2010.0,1000,100,20.0,200.0,200.0,200.0,0.0,1720,,,,
Olfr1377_Clgn_1p50,03292023,10000,2041.0,72.2,2319.0,1000,100,200.0,300.0,200.0,200.0,0.0,2000,,,,
Olfr1377_Clgn_p33,03292023,10000,2202.0,72.8,2514.0,1000,100,200.0,66.0,200.0,200.0,0.0,1766,,,,
Olfr1377_Clgn_p10,03292023,10000,1868.0,73.0,2099.0,1000,100,200.0,20.0,200.0,200.0,0.0,1720,,,,
Olfr1377_Syt1_1p50,03292023,10000,2360.0,75.4,2771.0,1000,100,200.0,200.0,300.0,200.0,0.0,2000,,,,
Olfr1377_Syt1_p33,03292023,10000,1940.0,75.4,2193.0,1000,100,200.0,200.0,66.0,200.0,0.0,1766,,,,
Olfr1377_Syt1_p10,03292023,10000,1790.0,70.3,1991.0,1000,100,200.0,200.0,20.0,200.0,0.0,1720,,,,
Olfr1377_Syt5_1p50,03292023,10000,2112.0,82.9,2433.0,1000,100,200.0,200.0,200.0,300.0,0.0,2000,,,,
Olfr1377_Syt5_p33,03292023,10000,2264.0,75.5,2599.0,1000,100,200.0,200.0,200.0,66.0,0.0,1766,,,,
Olfr1377_Syt5_p10,03292023,10000,2105.0,74.9,2419.0,1000,100,200.0,200.0,200.0,20.0,0.0,1720,,,,
